Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
0621/Blank,Blank,06/21/21,R,SARS CoV-2 N2,,,0,0.42,0,,,18188,0,0621.Blank,,Negative,Composite,,,,D1,,
0621/Blank,Blank,06/21/21,R,SARS CoV-2 N1,,,0,0.42,0,,,18188,0,0621.Blank,,Negative,Composite,,,,D1,,
0621/Blank,Blank,06/21/21,R,SARS CoV-2 N2,,,0.15,0.75,0,,,16307,1,0621.Blank-1,,Negative,Composite,,,,C1,,
0621/Blank,Blank,06/21/21,R,SARS CoV-2 N1,,,0,0.48,0,,,16307,0,0621.Blank-1,,Negative,Composite,,,,C1,,
0621/DI,DI,06/21/21,R,SARS CoV-2 N2,,50,0,0.51,0,0,,15233,0,0621.DI-1,1598.67,Negative,Composite,,,,A1,1686.67,0
0621/DI,DI,06/21/21,R,SARS CoV-2 N1,,50,0,0.51,0,0,,15233,0,0621.DI-1,1552.22,Negative,Composite,,,,A1,1686.67,0
0621/DI,DI,06/21/21,R,SARS CoV-2 N2,,50,0,0.42,0,0,,18323,0,0621.DI-2,1598.67,Negative,Composite,,,,B1,1393.33,0
0621/DI,DI,06/21/21,R,SARS CoV-2 N1,,50,0,0.42,0,0,,18323,0,0621.DI-2,1552.22,Negative,Composite,,,,B1,1393.33,0
0623/NTC,NTC,06/23/21,R,SARS CoV-2 N2,,,0,0.51,0,,,15045,0,0623.NTC-1,,Negative,Composite,,,,E8,,
0623/NTC,NTC,06/23/21,R,SARS CoV-2 N1,,,0,0.51,0,,,15045,0,0623.NTC-1,,Negative,Composite,,,,E8,,
0623/NTC,NTC,06/23/21,R,SARS CoV-2 N2,,,0,0.51,0,,,15378,0,0623.NTC-2,,Negative,Composite,,,,F8,,
0623/NTC,NTC,06/23/21,R,SARS CoV-2 N1,,,0,0.51,0,,,15378,0,0623.NTC-2,,Negative,Composite,,,,F8,,
0623/NTC,NTC,06/23/21,R,SARS CoV-2 N2,,,0,0.48,0,,,16253,0,0623.NTC-3,,Negative,Composite,,,,G8,,
0623/NTC,NTC,06/23/21,R,SARS CoV-2 N1,,,0,0.48,0,,,16253,0,0623.NTC-3,,Negative,Composite,,,,G8,,
0623/NTC,NTC,06/23/21,R,SARS CoV-2 N2,,,0,0.53,0,,,14591,0,0623.NTC-4,,Negative,Composite,,,,H8,,
0623/NTC,NTC,06/23/21,R,SARS CoV-2 N1,,,0,0.53,0,,,14591,0,0623.NTC-4,,Negative,Composite,,,,H8,,
Afton Village,AFVI,06/21/21,R,SARS CoV-2 N2,,50,111.76,119.9,103.62,372533.33,,16823,711,0621.AFVI-1,1598.67,Positive,Composite,,,,E1,399666.67,345400
