Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
1011/Blank,Blank,10/11/21,R,SARS CoV-2 N2,,,0,0.53,0,,,14458,0,1011.Blank-1,,Negative,Composite,,,,C1,,
1011/Blank,Blank,10/11/21,R,SARS CoV-2 N1,,,0,0.53,0,,,14458,0,1011.Blank-1,,Negative,Composite,,,,C1,,
1011/Blank,Blank,10/11/21,R,SARS CoV-2 N2,,,0,0.48,0,,,16103,0,1011.Blank-2,,Negative,Composite,,,,D1,,
1011/Blank,Blank,10/11/21,R,SARS CoV-2 N1,,,0,0.48,0,,,16103,0,1011.Blank-2,,Negative,Composite,,,,D1,,
1011/DI,DI,10/11/21,R,SARS CoV-2 N2,,50,0,0.48,0,0,,15756,0,1011.DI-1,2200,Negative,Composite,,,,A1,1613.33,0
1011/DI,DI,10/11/21,R,SARS CoV-2 N1,,50,0.15,0.79,0,513.33,,15756,1,1011.DI-1,2919.02,Negative,Composite,,,,A1,2640,0
1011/DI,DI,10/11/21,R,SARS CoV-2 N2,,50,0,0.48,0,0,,15941,0,1011.DI-2,2200,Negative,Composite,,,,B1,1613.33,0
1011/DI,DI,10/11/21,R,SARS CoV-2 N1,,50,0,0.48,0,0,,15941,0,1011.DI-2,2919.02,Negative,Composite,,,,B1,1613.33,0
1013/NTC,NTC,10/13/21,R,SARS CoV-2 N2,,,0,0.51,0,,,15471,0,1013.NTC-1,,Negative,Composite,,,,C11,,
1013/NTC,NTC,10/13/21,R,SARS CoV-2 N1,,,0,0.51,0,,,15471,0,1013.NTC-1,,Negative,Composite,,,,C11,,
1013/NTC,NTC,10/13/21,R,SARS CoV-2 N2,,,0,0.64,0,,,12054,0,1013.NTC-2,,Negative,Composite,,,,D11,,
1013/NTC,NTC,10/13/21,R,SARS CoV-2 N1,,,0,0.64,0,,,12054,0,1013.NTC-2,,Negative,Composite,,,,D11,,
1013/NTC,NTC,10/13/21,R,SARS CoV-2 N2,,,0,0.62,0,,,12592,0,1013.NTC-3,,Negative,Composite,,,,E11,,
1013/NTC,NTC,10/13/21,R,SARS CoV-2 N1,,,0,0.62,0,,,12592,0,1013.NTC-3,,Negative,Composite,,,,E11,,
1013/NTC,NTC,10/13/21,R,SARS CoV-2 N2,,,0,0.62,0,,,12743,0,1013.NTC-4,,Negative,Composite,,,,F11,,
1013/NTC,NTC,10/13/21,R,SARS CoV-2 N1,,,0,0.62,0,,,12743,0,1013.NTC-4,,Negative,Composite,,,,F11,,
1013/NTC,NTC,10/13/21,R,SARS CoV-2 N2,,,0,0.57,0,,,13469,0,1013.NTC-5,,Negative,Composite,,,,G11,,
1013/NTC,NTC,10/13/21,R,SARS CoV-2 N1,,,0,0.57,0,,,13469,0,1013.NTC-5,,Negative,Composite,,,,G11,,
1013/NTC,NTC,10/13/21,R,SARS CoV-2 N2,,,0,0.57,0,,,13649,0,1013.NTC-6,,Negative,Composite,,,,H11,,
1013/NTC,NTC,10/13/21,R,SARS CoV-2 N1,,,0.2,0.9,0,,,13649,1,1013.NTC-6,,Negative,Composite,,,,H11,,
69th Street,69,10/11/21,R,SARS CoV-2 N2,,50,3.3,5.06,1.98,11000,,14726,19,1011.69-1,2200,Positive,Composite,,,,E2,16866.67,6600
69th Street,69,10/11/21,R,SARS CoV-2 N1,,50,3.08,4.84,1.98,10266.67,,14726,18,1011.69-1,2919.02,Positive,Composite,,,,E2,16133.33,6600
69th Street,69,10/11/21,R,SARS CoV-2 N2,,50,8.14,10.56,5.94,27133.33,,15093,47,1011.69-2,2200,Positive,Composite,,,,F2,35200,19800
69th Street,69,10/11/21,R,SARS CoV-2 N1,,50,10.34,13.2,7.92,34466.67,,15093,60,1011.69-2,2919.02,Positive,Composite,,,,F2,44000,26400
Almeda Sims,AS,10/11/21,R,SARS CoV-2 N2,,50,5.94,8.14,3.96,19800,,14119,32,1011.AS-1,2200,Positive,Composite,,,,A3,27133.33,13200
Almeda Sims,AS,10/11/21,R,SARS CoV-2 N1,,50,8.36,11.22,6.16,27866.67,,14119,46,1011.AS-1,2919.02,Positive,Composite,,,,A3,37400,20533.33
Almeda Sims,AS,10/11/21,R,SARS CoV-2 N2,,50,5.72,7.7,3.96,19066.67,,16378,36,1011.AS-2,2200,Positive,Composite,,,,B3,25666.67,13200
Almeda Sims,AS,10/11/21,R,SARS CoV-2 N1,,50,5.94,7.92,4.18,19800,,16378,37,1011.AS-2,2919.02,Positive,Composite,,,,B3,26400,13933.33
Beltway,BW,10/11/21,R,SARS CoV-2 N2,,50,15.84,19.36,12.76,52800,,14559,89,1011.BW-1,2200,Positive,Composite,,,,C3,64533.33,42533.33
Beltway,BW,10/11/21,R,SARS CoV-2 N1,,50,14.3,17.6,11.44,47666.67,,14559,80,1011.BW-1,2919.02,Positive,Composite,,,,C3,58666.67,38133.33
Beltway,BW,10/11/21,R,SARS CoV-2 N2,,50,10.12,12.76,7.7,33733.33,,16018,62,1011.BW-2,2200,Positive,Composite,,,,D3,42533.33,25666.67
Beltway,BW,10/11/21,R,SARS CoV-2 N1,,50,16.94,20.02,13.64,56466.67,,16018,104,1011.BW-2,2919.02,Positive,Composite,,,,D3,66733.33,45466.67
Cedar Bayou,CD,10/11/21,R,SARS CoV-2 N2,,50,12.1,15.18,9.68,40333.33,,15538,73,1011.CD-1,2200,Positive,Composite,,,,G3,50600,32266.67
Cedar Bayou,CD,10/11/21,R,SARS CoV-2 N1,,50,14.08,17.16,11.22,46933.33,,15538,84,1011.CD-1,2919.02,Positive,Composite,,,,G3,57200,37400
Cedar Bayou,CD,10/11/21,R,SARS CoV-2 N2,,50,3.96,5.94,2.64,13200,,15458,24,1011.CD-2,2200,Positive,Composite,,,,H3,19800,8800
Cedar Bayou,CD,10/11/21,R,SARS CoV-2 N1,,50,3.52,5.28,2.2,11733.33,,15458,21,1011.CD-2,2919.02,Positive,Composite,,,,H3,17600,7333.33
Chocolate Bayou,CB,10/11/21,R,SARS CoV-2 N2,,50,16.28,19.8,12.98,54266.67,,14595,91,1011.CB-1,2200,Positive,Composite,,,,E3,66000,43266.67
Chocolate Bayou,CB,10/11/21,R,SARS CoV-2 N1,,50,16.28,19.8,12.98,54266.67,,14595,91,1011.CB-1,2919.02,Positive,Composite,,,,E3,66000,43266.67
Chocolate Bayou,CB,10/11/21,R,SARS CoV-2 N2,,50,17.16,20.46,14.08,57200,,16109,107,1011.CB-2,2200,Positive,Composite,,,,F3,68200,46933.33
Chocolate Bayou,CB,10/11/21,R,SARS CoV-2 N1,,50,16.94,20.24,13.64,56466.67,,16109,105,1011.CB-2,2919.02,Positive,Composite,,,,F3,67466.67,45466.67
Clinton Park,CP,10/11/21,R,SARS CoV-2 N2,,50,0.66,1.74,0.15,2200,,11825,3,1011.CP-1,2200,Positive,Composite,,,,A4,5793.33,513.33
Clinton Park,CP,10/11/21,R,SARS CoV-2 N1,,50,1.54,3.08,0.66,5133.33,,11825,7,1011.CP-1,2919.02,Positive,Composite,,,,A4,10266.67,2200
Clinton Park,CP,10/11/21,R,SARS CoV-2 N2,,50,1.32,2.86,0.66,4400,,11045,6,1011.CP-2,2200,Positive,Composite,,,,B4,9533.33,2200
Clinton Park,CP,10/11/21,R,SARS CoV-2 N1,,50,2.2,3.74,1.1,7333.33,,11045,9,1011.CP-2,2919.02,Positive,Composite,,,,B4,12466.67,3666.67
Easthaven,EH,10/11/21,R,SARS CoV-2 N2,,50,19.8,24.2,16.06,66000,,12147,93,1011.EH-1,2200,Positive,Composite,,,,C4,80666.67,53533.33
Easthaven,EH,10/11/21,R,SARS CoV-2 N1,,50,22.22,26.62,18.04,74066.67,,12147,104,1011.EH-1,2919.02,Positive,Composite,,,,C4,88733.33,60133.33
Easthaven,EH,10/11/21,R,SARS CoV-2 N2,,50,26.18,30.8,21.78,87266.67,,12912,130,1011.EH-2,2200,Positive,Composite,,,,D4,102666.67,72600
Easthaven,EH,10/11/21,R,SARS CoV-2 N1,,50,29.92,34.54,25.08,99733.33,,12912,148,1011.EH-2,2919.02,Positive,Composite,,,,D4,115133.33,83600
F.W.S.D. # 23,23,10/11/21,R,SARS CoV-2 N2,,50,6.16,8.14,4.4,20533.33,,16270,38,1011.23-1,2200,Positive,Composite,,,,A2,27133.33,14666.67
F.W.S.D. # 23,23,10/11/21,R,SARS CoV-2 N1,,50,8.58,11.22,6.6,28600,,16270,54,1011.23-1,2919.02,Positive,Composite,,,,A2,37400,22000
F.W.S.D. # 23,23,10/11/21,R,SARS CoV-2 N2,,50,5.5,7.7,3.96,18333.33,,16750,36,1011.23-2,2200,Positive,Composite,,,,B2,25666.67,13200
F.W.S.D. # 23,23,10/11/21,R,SARS CoV-2 N1,,50,6.6,8.8,4.84,22000,,16750,43,1011.23-2,2919.02,Positive,Composite,,,,B2,29333.33,16133.33
Forest Cove,FC,10/11/21,R,SARS CoV-2 N2,,50,38.94,44.66,33,129800,,11675,174,1011.FC-1,2200,Positive,Composite,,,,E4,148866.67,110000
Forest Cove,FC,10/11/21,R,SARS CoV-2 N1,,50,43.12,49.28,36.96,143733.33,,11675,193,1011.FC-1,2919.02,Positive,Composite,,,,E4,164266.67,123200
Forest Cove,FC,10/11/21,R,SARS CoV-2 N2,,50,46.2,52.58,39.82,154000,,11085,196,1011.FC-2,2200,Positive,Composite,,,,F4,175266.67,132733.33
Forest Cove,FC,10/11/21,R,SARS CoV-2 N1,,50,49.06,55.66,42.46,163533.33,,11085,208,1011.FC-2,2919.02,Positive,Composite,,,,F4,185533.33,141533.33
Greenridge,GR,10/11/21,R,SARS CoV-2 N2,,50,11.88,15.62,9.02,39600,,11266,52,1011.GR-1,2200,Positive,Composite,,,,G4,52066.67,30066.67
Greenridge,GR,10/11/21,R,SARS CoV-2 N1,,50,14.08,17.82,10.78,46933.33,,11266,61,1011.GR-1,2919.02,Positive,Composite,,,,G4,59400,35933.33
Greenridge,GR,10/11/21,R,SARS CoV-2 N2,,50,8.8,12.1,6.38,29333.33,,11349,39,1011.GR-2,2200,Positive,Composite,,,,H4,40333.33,21266.67
Greenridge,GR,10/11/21,R,SARS CoV-2 N1,,50,9.24,12.32,6.6,30800,,11349,40,1011.GR-2,2919.02,Positive,Composite,,,,H4,41066.67,22000
Homestead,HO,10/11/21,R,SARS CoV-2 N2,,50,100.1,108.68,91.52,333666.67,,13843,525,1011.HO-1,2200,Positive,Composite,,,,A5,362266.67,305066.67
Homestead,HO,10/11/21,R,SARS CoV-2 N1,,50,109.12,117.92,100.1,363733.33,,13843,571,1011.HO-1,2919.02,Positive,Composite,,,,A5,393066.67,333666.67
Homestead,HO,10/11/21,R,SARS CoV-2 N2,,50,110.66,119.46,101.86,368866.67,,14389,602,1011.HO-2,2200,Positive,Composite,,,,B5,398200,339533.33
Homestead,HO,10/11/21,R,SARS CoV-2 N1,,50,116.38,125.62,107.36,387933.33,,14389,633,1011.HO-2,2919.02,Positive,Composite,,,,B5,418733.33,357866.67
Imperial Valley,IV,10/11/21,R,SARS CoV-2 N2,,50,19.14,23.1,15.62,63800,,13197,97,1011.IV-1,2200,Positive,Composite,,,,E5,77000,52066.67
Imperial Valley,IV,10/11/21,R,SARS CoV-2 N1,,50,23.76,28.16,19.58,79200,,13197,121,1011.IV-1,2919.02,Positive,Composite,,,,E5,93866.67,65266.67
Imperial Valley,IV,10/11/21,R,SARS CoV-2 N2,,50,26.84,31.24,22.44,89466.67,,14442,149,1011.IV-2,2200,Positive,Composite,,,,F5,104133.33,74800
Imperial Valley,IV,10/11/21,R,SARS CoV-2 N1,,50,34.32,39.16,29.48,114400,,14442,190,1011.IV-2,2919.02,Positive,Composite,,,,F5,130533.33,98266.67
Intercontinental Airport,IA,10/11/21,R,SARS CoV-2 N2,,50,19.58,23.1,15.84,65266.67,,14794,111,1011.IA-1,2200,Positive,Composite,,,,C5,77000,52800
Intercontinental Airport,IA,10/11/21,R,SARS CoV-2 N1,,50,23.1,27.06,19.14,77000,,14794,132,1011.IA-1,2919.02,Positive,Composite,,,,C5,90200,63800
Intercontinental Airport,IA,10/11/21,R,SARS CoV-2 N2,,50,10.56,13.64,8.14,35200,,13637,56,1011.IA-2,2200,Positive,Composite,,,,D5,45466.67,27133.33
Intercontinental Airport,IA,10/11/21,R,SARS CoV-2 N1,,50,12.1,15.4,9.46,40333.33,,13637,64,1011.IA-2,2919.02,Positive,Composite,,,,D5,51333.33,31533.33
Keegans Bayou,KB,10/11/21,R,SARS CoV-2 N2,,50,16.28,20.02,13.2,54266.67,,14144,89,1011.KB-1,2200,Positive,Composite,,,,G5,66733.33,44000
Keegans Bayou,KB,10/11/21,R,SARS CoV-2 N1,,50,17.82,21.56,14.52,59400,,14144,97,1011.KB-1,2919.02,Positive,Composite,,,,G5,71866.67,48400
Keegans Bayou,KB,10/11/21,R,SARS CoV-2 N2,,50,12.32,15.4,9.68,41066.67,,14972,71,1011.KB-2,2200,Positive,Composite,,,,H5,51333.33,32266.67
Keegans Bayou,KB,10/11/21,R,SARS CoV-2 N1,,50,14.74,18.04,11.88,49133.33,,14972,85,1011.KB-2,2919.02,Positive,Composite,,,,H5,60133.33,39600
Kingwood Central,KW,10/11/21,R,SARS CoV-2 N2,,50,27.94,32.34,23.32,93133.33,,13702,147,1011.KW-1,2200,Positive,Composite,,,,A6,107800,77733.33
Kingwood Central,KW,10/11/21,R,SARS CoV-2 N1,,50,27.5,32.12,23.1,91666.67,,13702,145,1011.KW-1,2919.02,Positive,Composite,,,,A6,107066.67,77000
Kingwood Central,KW,10/11/21,R,SARS CoV-2 N2,,50,26.4,30.58,22.22,88000,,14700,149,1011.KW-2,2200,Positive,Composite,,,,B6,101933.33,74066.67
Kingwood Central,KW,10/11/21,R,SARS CoV-2 N1,,50,33.88,38.72,29.04,112933.33,,14700,191,1011.KW-2,2919.02,Positive,Composite,,,,B6,129066.67,96800
Kingwood West,KWW,10/11/21,R,SARS CoV-2 N2,,50,15.84,19.14,12.98,52800,,16084,98,1011.KWW-1,2200,Positive,Composite,,,,C6,63800,43266.67
Kingwood West,KWW,10/11/21,R,SARS CoV-2 N1,,50,16.72,19.8,13.42,55733.33,,16084,103,1011.KWW-1,2919.02,Positive,Composite,,,,C6,66000,44733.33
Kingwood West,KWW,10/11/21,R,SARS CoV-2 N2,,50,16.06,19.58,12.76,53533.33,,14649,90,1011.KWW-2,2200,Positive,Composite,,,,D6,65266.67,42533.33
Kingwood West,KWW,10/11/21,R,SARS CoV-2 N1,,50,17.38,21.12,14.08,57933.33,,14649,98,1011.KWW-2,2919.02,Positive,Composite,,,,D6,70400,46933.33
M.U.D. # 203,203,10/11/21,R,SARS CoV-2 N2,,50,3.96,5.94,2.64,13200,,15376,24,1011.203-1,2200,Positive,Composite,,,,G1,19800,8800
M.U.D. # 203,203,10/11/21,R,SARS CoV-2 N1,,50,3.96,5.72,2.42,13200,,15376,23,1011.203-1,2919.02,Positive,Composite,,,,G1,19066.67,8066.67
M.U.D. # 203,203,10/11/21,R,SARS CoV-2 N2,,50,3.3,5.06,1.98,11000,,14866,19,1011.203-2,2200,Positive,Composite,,,,H1,16866.67,6600
M.U.D. # 203,203,10/11/21,R,SARS CoV-2 N1,,50,4.84,6.82,3.3,16133.33,,14866,28,1011.203-2,2919.02,Positive,Composite,,,,H1,22733.33,11000
Metro Central,MC,10/11/21,R,SARS CoV-2 N2,,50,0,0.55,0,0,,14221,0,1011.MC-1,2200,Negative,Composite,,,,E6,1833.33,0
Metro Central,MC,10/11/21,R,SARS CoV-2 N1,,50,0.18,0.88,0,586.67,,14221,1,1011.MC-1,2919.02,Negative,Composite,,,,E6,2933.33,0
Metro Central,MC,10/11/21,R,SARS CoV-2 N2,,50,0.18,0.86,0,586.67,,14259,1,1011.MC-2,2200,Negative,Composite,,,,F6,2860,0
Metro Central,MC,10/11/21,R,SARS CoV-2 N1,,50,0,0.55,0,0,,14259,0,1011.MC-2,2919.02,Negative,Composite,,,,F6,1833.33,0
Northbelt,NO,10/11/21,R,SARS CoV-2 N2,,50,19.8,23.32,16.28,66000,,15237,116,1011.NO-1,2200,Positive,Composite,,,,C7,77733.33,54266.67
Northbelt,NO,10/11/21,R,SARS CoV-2 N1,,50,22.22,25.96,18.26,74066.67,,15237,130,1011.NO-1,2919.02,Positive,Composite,,,,C7,86533.33,60866.67
Northbelt,NO,10/11/21,R,SARS CoV-2 N2,,50,23.76,27.94,19.58,79200,,13660,125,1011.NO-2,2200,Positive,Composite,,,,D7,93133.33,65266.67
Northbelt,NO,10/11/21,R,SARS CoV-2 N1,,50,23.76,27.94,19.58,79200,,13660,125,1011.NO-2,2919.02,Positive,Composite,,,,D7,93133.33,65266.67
Northeast,NE,10/11/21,R,SARS CoV-2 N2,,50,9.46,12.1,7.26,31533.33,,16633,61,1011.NE-1,2200,Positive,Composite,,,,G6,40333.33,24200
Northeast,NE,10/11/21,R,SARS CoV-2 N1,,50,13.2,16.28,10.56,44000,,16633,85,1011.NE-1,2919.02,Positive,Composite,,,,G6,54266.67,35200
Northeast,NE,10/11/21,R,SARS CoV-2 N2,,50,8.36,11,6.38,27866.67,,15406,50,1011.NE-2,2200,Positive,Composite,,,,H6,36666.67,21266.67
Northeast,NE,10/11/21,R,SARS CoV-2 N1,,50,9.24,11.88,7.04,30800,,15406,55,1011.NE-2,2919.02,Positive,Composite,,,,H6,39600,23466.67
Northgate,NG,10/11/21,R,SARS CoV-2 N2,,50,6.6,9.02,4.62,22000,,14925,38,1011.NG-1,2200,Positive,Composite,,,,A7,30066.67,15400
Northgate,NG,10/11/21,R,SARS CoV-2 N1,,50,8.8,11.44,6.6,29333.33,,14925,51,1011.NG-1,2919.02,Positive,Composite,,,,A7,38133.33,22000
Northgate,NG,10/11/21,R,SARS CoV-2 N2,,50,23.32,27.28,19.36,77733.33,,15304,137,1011.NG-2,2200,Positive,Composite,,,,B7,90933.33,64533.33
Northgate,NG,10/11/21,R,SARS CoV-2 N1,,50,28.38,32.78,24.2,94600,,15304,167,1011.NG-2,2919.02,Positive,Composite,,,,B7,109266.67,80666.67
Northwest,NW,10/11/21,R,SARS CoV-2 N2,,50,18.92,22.44,15.18,63066.67,,14336,104,1011.NW-1,2200,Positive,Composite,,,,E7,74800,50600
Northwest,NW,10/11/21,R,SARS CoV-2 N1,,50,22.22,25.96,18.26,74066.67,,14336,122,1011.NW-1,2919.02,Positive,Composite,,,,E7,86533.33,60866.67
Northwest,NW,10/11/21,R,SARS CoV-2 N2,,50,13.86,17.38,11,46200,,13784,74,1011.NW-2,2200,Positive,Composite,,,,F7,57933.33,36666.67
Northwest,NW,10/11/21,R,SARS CoV-2 N1,,50,23.76,27.94,19.58,79200,,13784,126,1011.NW-2,2919.02,Positive,Composite,,,,F7,93133.33,65266.67
Park Ten,PT,10/11/21,R,SARS CoV-2 N2,,50,12.76,16.06,10.12,42533.33,,14407,71,1011.PT-1,2200,Positive,Composite,,,,G7,53533.33,33733.33
Park Ten,PT,10/11/21,R,SARS CoV-2 N1,,50,12.54,15.84,9.9,41800,,14407,70,1011.PT-1,2919.02,Positive,Composite,,,,G7,52800,33000
Park Ten,PT,10/11/21,R,SARS CoV-2 N2,,50,10.12,13.2,7.7,33733.33,,14707,58,1011.PT-2,2200,Positive,Composite,,,,H7,44000,25666.67
Park Ten,PT,10/11/21,R,SARS CoV-2 N1,,50,13.2,16.5,10.56,44000,,14707,75,1011.PT-2,2919.02,Positive,Composite,,,,H7,55000,35200
Sagemont,SG,10/11/21,R,SARS CoV-2 N2,,50,1.03,2.27,0.37,3446.67,,12452,5,1011.SG-1,2200,Positive,Composite,,,,E8,7553.33,1246.67
Sagemont,SG,10/11/21,R,SARS CoV-2 N1,,50,0.84,1.96,0.24,2786.67,,12452,4,1011.SG-1,2919.02,Negative,Composite,,,,E8,6526.67,806.67
Sagemont,SG,10/11/21,R,SARS CoV-2 N2,,50,5.06,7.48,3.3,16866.67,,12208,24,1011.SG-2,2200,Positive,Composite,,,,F8,24933.33,11000
Sagemont,SG,10/11/21,R,SARS CoV-2 N1,,50,6.38,9.02,4.4,21266.67,,12208,30,1011.SG-2,2919.02,Positive,Composite,,,,F8,30066.67,14666.67
Sims Bayou North,SB,10/11/21,R,SARS CoV-2 N2,,50,5.06,7.48,3.3,16866.67,,11200,22,1011.SB-1,2200,Positive,Composite,,,,A8,24933.33,11000
