Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
0701/Blank,Blank,07/01/21,R,SARS CoV-2 N2,,,0,0.42,0,,,18120,0,0701.Blank-1,,Negative,Composite,,,,C1,,
0701/Blank,Blank,07/01/21,R,SARS CoV-2 N1,,,0,0.42,0,,,18120,0,0701.Blank-1,,Negative,Composite,,,,C1,,
0701/Blank,Blank,07/01/21,R,SARS CoV-2 N2,,,0,0.42,0,,,18317,0,0701.Blank-2,,Negative,Composite,,,,D1,,
0701/Blank,Blank,07/01/21,R,SARS CoV-2 N1,,,0,0.42,0,,,18317,0,0701.Blank-2,,Negative,Composite,,,,D1,,
0701/DI,DI,07/01/21,R,SARS CoV-2 N2,,50,0,0.46,0,0,,16474,0,0701.DI-1,1750.22,Negative,Composite,,,,A1,1540,0
0701/DI,DI,07/01/21,R,SARS CoV-2 N1,,50,0,0.46,0,0,,16474,0,0701.DI-1,2105.89,Negative,Composite,,,,A1,1540,0
0701/DI,DI,07/01/21,R,SARS CoV-2 N2,,50,0.13,0.66,0,440,,18651,1,0701.DI-2,1750.22,Negative,Composite,,,,B1,2200,0
0701/DI,DI,07/01/21,R,SARS CoV-2 N1,,50,0.13,0.66,0,440,,18651,1,0701.DI-2,2105.89,Negative,Composite,,,,B1,2200,0
0702/NTC,NTC,07/02/21,R,SARS CoV-2 N2,,,0,0.57,0,,,13454,0,0702.NTC-1,,Negative,Composite,,,,B9,,
0702/NTC,NTC,07/02/21,R,SARS CoV-2 N1,,,0,0.57,0,,,13454,0,0702.NTC-1,,Negative,Composite,,,,B9,,
0702/NTC,NTC,07/02/21,R,SARS CoV-2 N2,,,0,0.53,0,,,14943,0,0702.NTC-2,,Negative,Composite,,,,C9,,
0702/NTC,NTC,07/02/21,R,SARS CoV-2 N1,,,0.18,0.84,0,,,14943,1,0702.NTC-2,,Negative,Composite,,,,C9,,
0702/NTC,NTC,07/02/21,R,SARS CoV-2 N2,,,0,0.7,0,,,11183,0,0702.NTC-3,,Negative,Composite,,,,D9,,
0702/NTC,NTC,07/02/21,R,SARS CoV-2 N1,,,0,0.7,0,,,11183,0,0702.NTC-3,,Negative,Composite,,,,D9,,
0702/NTC,NTC,07/02/21,R,SARS CoV-2 N2,,,0,0.62,0,,,12776,0,0702.NTC-4,,Negative,Composite,,,,E9,,
0702/NTC,NTC,07/02/21,R,SARS CoV-2 N1,,,0,0.62,0,,,12776,0,0702.NTC-4,,Negative,Composite,,,,E9,,
