Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
0623/Blank,Blank,06/23/21,R,SARS CoV-2 N2,,,0,0.37,0,,,20513,0,0623.Blank-1,,Negative,Composite,,,,C1,,
0623/Blank,Blank,06/23/21,R,SARS CoV-2 N1,,,0,0.37,0,,,20513,0,0623.Blank-1,,Negative,Composite,,,,C1,,
0623/Blank,Blank,06/23/21,R,SARS CoV-2 N2,,,0,0.4,0,,,19532,0,0623.Blank-2,,Negative,Composite,,,,D1,,
0623/Blank,Blank,06/23/21,R,SARS CoV-2 N1,,,0,0.4,0,,,19532,0,0623.Blank-2,,Negative,Composite,,,,D1,,
0623/DI,DI,06/23/21,R,SARS CoV-2 N2,,50,0,0.44,0,0,,17456,0,0623.DI-1,1613.33,Negative,Composite,,,,A1,1466.67,0
0623/DI,DI,06/23/21,R,SARS CoV-2 N1,,50,0,0.44,0,0,,17456,0,0623.DI-1,2333.33,Negative,Composite,,,,A1,1466.67,0
0623/DI,DI,06/23/21,R,SARS CoV-2 N2,,50,0,0.37,0,0,,20692,0,0623.DI-2,1613.33,Negative,Composite,,,,B1,1246.67,0
0623/DI,DI,06/23/21,R,SARS CoV-2 N1,,50,0,0.37,0,0,,20692,0,0623.DI-2,2333.33,Negative,Composite,,,,B1,1246.67,0
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N2,,,0,0.57,0,,,13546,0,0624.NTC-1,,Negative,Composite,,,,A7,,
0624/NTC,NTC,06/24/21,R,BCoV,,,0,52.25,0,,,18834,0,0624.NTC-1,,Negative,Composite,,,,G8,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N1,,,0,0.57,0,,,13546,0,0624.NTC-1,,Negative,Composite,,,,A7,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N2,,,0,0.44,0,,,17784,0,0624.NTC-2,,Negative,Composite,,,,B7,,
0624/NTC,NTC,06/24/21,R,BCoV,,,19.25,93.5,5.5,,,16420,1,0624.NTC-2,,Negative,Composite,,,,H8,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N1,,,0,0.44,0,,,17784,0,0624.NTC-2,,Negative,Composite,,,,B7,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N2,,,0,0.44,0,,,17573,0,0624.NTC-3,,Negative,Composite,,,,C7,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N1,,,0,0.44,0,,,17573,0,0624.NTC-3,,Negative,Composite,,,,C7,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N2,,,0,0.42,0,,,18520,0,0624.NTC-4,,Negative,Composite,,,,D7,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N1,,,0,0.42,0,,,18520,0,0624.NTC-4,,Negative,Composite,,,,D7,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N2,,,0,0.44,0,,,17590,0,0624.NTC-5,,Negative,Composite,,,,E7,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N1,,,0,0.44,0,,,17590,0,0624.NTC-5,,Negative,Composite,,,,E7,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N2,,,0,0.4,0,,,19521,0,0624.NTC-6,,Negative,Composite,,,,F7,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N1,,,0,0.4,0,,,19521,0,0624.NTC-6,,Negative,Composite,,,,F7,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N2,,,0,0.42,0,,,18341,0,0624.NTC-7,,Negative,Composite,,,,G7,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N1,,,0,0.42,0,,,18341,0,0624.NTC-7,,Negative,Composite,,,,G7,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N2,,,0,0.4,0,,,19591,0,0624.NTC-8,,Negative,Composite,,,,H7,,
0624/NTC,NTC,06/24/21,R,SARS CoV-2 N1,,,0,0.4,0,,,19591,0,0624.NTC-8,,Negative,Composite,,,,H7,,
0624/stdVaccS60,stdVaccS60,06/24/21,R,BCoV,,,1430,1787.5,1265,,,16204,72,0624.stdVaccS60-1,,Positive,Composite,,,,E8,,
0624/stdVaccS60,stdVaccS60,06/24/21,R,BCoV,,,1292.5,1622.5,1127.5,,,17879,71,0624.stdVaccS60-2,,Positive,Composite,,,,F8,,
Afton Oaks,AO,06/23/21,R,SARS CoV-2 N2,,50,0,0.4,0,0,,19142,0,0623.AO-1,1613.33,Negative,Composite,,,,G3,1320,0
Afton Oaks,AO,06/23/21,R,SARS CoV-2 N1,,50,0.13,0.64,0,440,,19142,1,0623.AO-1,2333.33,Negative,Composite,,,,G3,2126.67,0
Afton Oaks,AO,06/23/21,R,SARS CoV-2 N2,,50,0,0.4,0,0,,19663,0,0623.AO-2,1613.33,Negative,Composite,,,,H3,1320,0
Afton Oaks,AO,06/23/21,R,SARS CoV-2 N1,,50,0,0.4,0,0,,19663,0,0623.AO-2,2333.33,Negative,Composite,,,,H3,1320,0
Arden Place,AP,06/23/21,R,SARS CoV-2 N2,,50,0,0.55,0,0,,14278,0,0623.AP-1,1613.33,Negative,Composite,,,,A4,1833.33,0
Arden Place,AP,06/23/21,R,SARS CoV-2 N1,,50,0,0.55,0,0,,14278,0,0623.AP-1,2333.33,Negative,Composite,,,,A4,1833.33,0
Arden Place,AP,06/23/21,R,SARS CoV-2 N2,,50,0,0.46,0,0,,16854,0,0623.AP-2,1613.33,Negative,Composite,,,,B4,1540,0
Arden Place,AP,06/23/21,R,SARS CoV-2 N1,,50,0,0.46,0,0,,16854,0,0623.AP-2,2333.33,Negative,Composite,,,,B4,1540,0
Arden Wood,AW,06/23/21,R,SARS CoV-2 N2,,50,0,0.42,0,0,,18182,0,0623.AW-1,1613.33,Negative,Composite,,,,C4,1393.33,0
Arden Wood,AW,06/23/21,R,SARS CoV-2 N1,,50,0,0.42,0,0,,18182,0,0623.AW-1,2333.33,Negative,Composite,,,,C4,1393.33,0
Arden Wood,AW,06/23/21,R,SARS CoV-2 N2,,50,0,0.44,0,0,,17736,0,0623.AW-2,1613.33,Negative,Composite,,,,D4,1466.67,0
Arden Wood,AW,06/23/21,R,SARS CoV-2 N1,,50,0,0.44,0,0,,17736,0,0623.AW-2,2333.33,Negative,Composite,,,,D4,1466.67,0
Catholic Charities Villa Guadalupe,CCV,06/23/21,R,SARS CoV-2 N2,,50,105.16,112.64,97.68,350533.33,,18925,753,0623.CCV-1,1613.33,Positive,Composite,,,,G1,375466.67,325600
Catholic Charities Villa Guadalupe,CCV,06/23/21,R,SARS CoV-2 N1,,50,103.84,111.32,96.36,346133.33,,18925,744,0623.CCV-1,2333.33,Positive,Composite,,,,G1,371066.67,321200
Catholic Charities Villa Guadalupe,CCV,06/23/21,R,SARS CoV-2 N2,,50,78.32,84.92,71.72,261066.67,,18407,549,0623.CCV-2,1613.33,Positive,Composite,,,,H1,283066.67,239066.67
Catholic Charities Villa Guadalupe,CCV,06/23/21,R,SARS CoV-2 N1,,50,79.64,86.24,73.04,265466.67,,18407,557,0623.CCV-2,2333.33,Positive,Composite,,,,H1,287466.67,243466.67
Covenant House Emergency Crisis Shelter,CHEC,06/23/21,R,SARS CoV-2 N2,,50,0,0.48,0,0,,16337,0,0623.CHEC-1,1613.33,Negative,Composite,,,,A2,1613.33,0
Covenant House Emergency Crisis Shelter,CHEC,06/23/21,R,SARS CoV-2 N1,,50,0,0.48,0,0,,16337,0,0623.CHEC-1,2333.33,Negative,Composite,,,,A2,1613.33,0
Covenant House Emergency Crisis Shelter,CHEC,06/23/21,R,SARS CoV-2 N2,,50,0,0.42,0,0,,18545,0,0623.CHEC-2,1613.33,Negative,Composite,,,,B2,1393.33,0
Covenant House Emergency Crisis Shelter,CHEC,06/23/21,R,SARS CoV-2 N1,,50,0,0.42,0,0,,18545,0,0623.CHEC-2,2333.33,Negative,Composite,,,,B2,1393.33,0
Focused Care Beechnut,FCB,06/23/21,R,SARS CoV-2 N2,,50,0,0.44,0,0,,17284,0,0623.FCB-1,1613.33,Negative,Composite,,,,E4,1466.67,0
Focused Care Beechnut,FCB,06/23/21,R,SARS CoV-2 N1,,50,0.15,0.73,0,513.33,,17284,1,0623.FCB-1,2333.33,Negative,Composite,,,,E4,2420,0
Focused Care Beechnut,FCB,06/23/21,R,SARS CoV-2 N2,,50,0,0.46,0,0,,16949,0,0623.FCB-2,1613.33,Negative,Composite,,,,F4,1540,0
Focused Care Beechnut,FCB,06/23/21,R,SARS CoV-2 N1,,50,0.15,0.73,0,513.33,,16949,1,0623.FCB-2,2333.33,Negative,Composite,,,,F4,2420,0
Focused Care of Westwood,FCW,06/23/21,R,SARS CoV-2 N2,,50,0,0.44,0,0,,17977,0,0623.FCW-1,1613.33,Negative,Composite,,,,G4,1466.67,0
Focused Care of Westwood,FCW,06/23/21,R,SARS CoV-2 N1,,50,0,0.44,0,0,,17977,0,0623.FCW-1,2333.33,Negative,Composite,,,,G4,1466.67,0
Focused Care of Westwood,FCW,06/23/21,R,SARS CoV-2 N2,,50,0,0.44,0,0,,17278,0,0623.FCW-2,1613.33,Negative,Composite,,,,H4,1466.67,0
Focused Care of Westwood,FCW,06/23/21,R,SARS CoV-2 N1,,50,0,0.44,0,0,,17278,0,0623.FCW-2,2333.33,Negative,Composite,,,,H4,1466.67,0
Harris County Jail (Baker),HCJB,06/23/21,R,SARS CoV-2 N2,,50,0.48,1.3,0.11,1613.33,,15779,3,0623.HCJB-1,1613.33,Positive,Composite,,,,A5,4326.67,366.67
Harris County Jail (Baker),HCJB,06/23/21,R,BCoV,,50,22825,24117.5,22165,76083333.33,,17850,1216,0623.HCJB-1,107012.96,Positive,Composite,,,,A8,80391666.67,73883333.33
Harris County Jail (Baker),HCJB,06/23/21,R,SARS CoV-2 N1,,50,0.15,0.79,0,513.33,,15779,1,0623.HCJB-1,2333.33,Negative,Composite,,,,A5,2640,0
