Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
0802/Blank,Blank,08/02/21,R,SARS CoV-2 N2,,,0,0.46,0,,,16689,0,0802.Blank-1,,Negative,Composite,,,,C1,,
0802/Blank,Blank,08/02/21,R,SARS CoV-2 N1,,,0,0.46,0,,,16689,0,0802.Blank-1,,Negative,Composite,,,,C1,,
0802/Blank,Blank,08/02/21,R,SARS CoV-2 N2,,,0.15,0.77,0,,,16272,1,0802.Blank-2,,Negative,Composite,,,,D1,,
0802/Blank,Blank,08/02/21,R,SARS CoV-2 N1,,,0,0.48,0,,,16272,0,0802.Blank-2,,Negative,Composite,,,,D1,,
0802/DI,DI,08/02/21,R,SARS CoV-2 N2,,50,0,0.55,0,0,,14167,0,0802.DI-3,2333.33,Negative,Composite,,,,A1,1833.33,0
0802/DI,DI,08/02/21,R,SARS CoV-2 N1,,50,0,0.55,0,0,,14167,0,0802.DI-3,2049.94,Negative,Composite,,,,A1,1833.33,0
0802/DI,DI,08/02/21,R,SARS CoV-2 N2,,50,0,0.46,0,0,,16790,0,0802.DI-4,2333.33,Negative,Composite,,,,B1,1540,0
0802/DI,DI,08/02/21,R,SARS CoV-2 N1,,50,0,0.46,0,0,,16790,0,0802.DI-4,2049.94,Negative,Composite,,,,B1,1540,0
0804/NTC,NTC,08/04/21,R,SARS CoV-2 N2,,,0,0.51,0,,,15333,0,0804.NTC-1,,Negative,Composite,,,,A11,,
0804/NTC,NTC,08/04/21,R,SARS CoV-2 N1,,,0,0.51,0,,,15333,0,0804.NTC-1,,Negative,Composite,,,,A11,,
0804/NTC,NTC,08/04/21,R,SARS CoV-2 N2,,,0,0.46,0,,,16467,0,0804.NTC-2,,Negative,Composite,,,,B11,,
0804/NTC,NTC,08/04/21,R,SARS CoV-2 N1,,,0,0.46,0,,,16467,0,0804.NTC-2,,Negative,Composite,,,,B11,,
0804/NTC,NTC,08/04/21,R,SARS CoV-2 N2,,,0,0.57,0,,,13706,0,0804.NTC-3,,Negative,Composite,,,,C11,,
0804/NTC,NTC,08/04/21,R,SARS CoV-2 N1,,,0.2,0.9,0,,,13706,1,0804.NTC-3,,Negative,Composite,,,,C11,,
0804/NTC,NTC,08/04/21,R,SARS CoV-2 N2,,,0,0.51,0,,,15249,0,0804.NTC-4,,Negative,Composite,,,,D11,,
0804/NTC,NTC,08/04/21,R,SARS CoV-2 N1,,,0,0.51,0,,,15249,0,0804.NTC-4,,Negative,Composite,,,,D11,,
0804/NTC,NTC,08/04/21,R,SARS CoV-2 N2,,,0,0.51,0,,,15485,0,0804.NTC-5,,Negative,Composite,,,,E11,,
0804/NTC,NTC,08/04/21,R,SARS CoV-2 N1,,,0,0.51,0,,,15485,0,0804.NTC-5,,Negative,Composite,,,,E11,,
0804/NTC,NTC,08/04/21,R,SARS CoV-2 N2,,,0,0.48,0,,,15850,0,0804.NTC-6,,Negative,Composite,,,,F11,,
0804/NTC,NTC,08/04/21,R,SARS CoV-2 N1,,,0,0.48,0,,,15850,0,0804.NTC-6,,Negative,Composite,,,,F11,,
