Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
0628/Blank,Blank,06/28/21,R,SARS CoV-2 N2,,,0,0.44,0,,,17278,0,0628.Blank-1,,Negative,Composite,,,,C1,,
0628/Blank,Blank,06/28/21,R,SARS CoV-2 N1,,,0,0.44,0,,,17278,0,0628.Blank-1,,Negative,Composite,,,,C1,,
0628/Blank,Blank,06/28/21,R,SARS CoV-2 N2,,,0,0.46,0,,,17131,0,0628.Blank-2,,Negative,Composite,,,,D1,,
0628/Blank,Blank,06/28/21,R,SARS CoV-2 N1,,,0.15,0.73,0,,,17131,1,0628.Blank-2,,Negative,Composite,,,,D1,,
0628/DI,DI,06/28/21,R,SARS CoV-2 N2,,50,0,0.48,0,0,,16217,0,0628.DI-1,1503.33,Negative,Composite,,,,A1,1613.33,0
0628/DI,DI,06/28/21,R,SARS CoV-2 N1,,50,0,0.48,0,0,,16217,0,0628.DI-1,1662.22,Negative,Composite,,,,A1,1613.33,0
0628/DI,DI,06/28/21,R,SARS CoV-2 N2,,50,0,0.51,0,0,,15390,0,0628.DI-2,1503.33,Negative,Composite,,,,B1,1686.67,0
0628/DI,DI,06/28/21,R,SARS CoV-2 N1,,50,0,0.51,0,0,,15390,0,0628.DI-2,1662.22,Negative,Composite,,,,B1,1686.67,0
0630/NTC,NTC,06/30/21,R,SARS CoV-2 N2,,,0,0.53,0,,,14401,0,0630.NTC-1,,Negative,Composite,,,,G7,,
0630/NTC,NTC,06/30/21,R,SARS CoV-2 N1,,,0,0.53,0,,,14401,0,0630.NTC-1,,Negative,Composite,,,,G7,,
0630/NTC,NTC,06/30/21,R,SARS CoV-2 N2,,,0,0.51,0,,,15375,0,0630.NTC-2,,Negative,Composite,,,,H7,,
0630/NTC,NTC,06/30/21,R,SARS CoV-2 N1,,,0,0.51,0,,,15375,0,0630.NTC-2,,Negative,Composite,,,,H7,,
Afton Village,AFVI,06/28/21,R,SARS CoV-2 N2,,50,16.72,20.24,13.64,55733.33,,14604,94,0628.AFVI-1,1503.33,Positive,Composite,,,,E1,67466.67,45466.67
Afton Village,AFVI,06/28/21,R,SARS CoV-2 N1,,50,17.16,20.68,13.86,57200,,14604,96,0628.AFVI-1,1662.22,Positive,Composite,,,,E1,68933.33,46200
Afton Village,AFVI,06/28/21,R,SARS CoV-2 N2,,50,15.84,19.14,12.76,52800,,16313,100,0628.AFVI-2,1503.33,Positive,Composite,,,,F1,63800,42533.33
Afton Village,AFVI,06/28/21,R,SARS CoV-2 N1,,50,15.62,18.92,12.76,52066.67,,16313,98,0628.AFVI-2,1662.22,Positive,Composite,,,,F1,63066.67,42533.33
Alief Central FN545,ALIEF,06/28/21,R,SARS CoV-2 N2,,50,3.3,5.06,2.2,11000,,16902,22,0628.ALIEF-1,1503.33,Positive,Composite,,,,G1,16866.67,7333.33
Alief Central FN545,ALIEF,06/28/21,R,SARS CoV-2 N1,,50,3.52,5.28,2.2,11733.33,,16902,23,0628.ALIEF-1,1662.22,Positive,Composite,,,,G1,17600,7333.33
Alief Central FN545,ALIEF,06/28/21,R,SARS CoV-2 N2,,50,3.52,4.84,2.2,11733.33,,18978,25,0628.ALIEF-2,1503.33,Positive,Composite,,,,H1,16133.33,7333.33
Alief Central FN545,ALIEF,06/28/21,R,SARS CoV-2 N1,,50,2.64,4.18,1.76,8800,,18978,20,0628.ALIEF-2,1662.22,Positive,Composite,,,,H1,13933.33,5866.67
Belle Park,BELL,06/28/21,R,SARS CoV-2 N2,,50,0.75,1.65,0.26,2493.33,,17131,5,0628.BELL-1,1503.33,Positive,Composite,,,,A2,5500,880
Belle Park,BELL,06/28/21,R,SARS CoV-2 N1,,50,1.36,2.46,0.64,4546.67,,17131,9,0628.BELL-1,1662.22,Positive,Composite,,,,A2,8213.33,2126.67
Belle Park,BELL,06/28/21,R,SARS CoV-2 N2,,50,1.3,2.42,0.59,4326.67,,16035,8,0628.BELL-2,1503.33,Positive,Composite,,,,B2,8066.67,1980
Belle Park,BELL,06/28/21,R,SARS CoV-2 N1,,50,2.42,3.96,1.32,8066.67,,16035,15,0628.BELL-2,1662.22,Positive,Composite,,,,B2,13200,4400
Bintliff,BINT,06/28/21,R,SARS CoV-2 N2,,50,5.94,8.14,4.18,19800,,14835,34,0628.BINT-1,1503.33,Positive,Composite,,,,C2,27133.33,13933.33
Bintliff,BINT,06/28/21,R,SARS CoV-2 N1,,50,5.72,7.92,3.96,19066.67,,14835,33,0628.BINT-1,1662.22,Positive,Composite,,,,C2,26400,13200
Bintliff,BINT,06/28/21,R,SARS CoV-2 N2,,50,7.04,9.24,5.06,23466.67,,16340,44,0628.BINT-2,1503.33,Positive,Composite,,,,D2,30800,16866.67
Bintliff,BINT,06/28/21,R,SARS CoV-2 N1,,50,7.48,9.9,5.5,24933.33,,16340,47,0628.BINT-2,1662.22,Positive,Composite,,,,D2,33000,18333.33
Cherry oak,CHER,06/28/21,R,SARS CoV-2 N2,,50,3.3,5.06,2.2,11000,,16113,21,0628.CHER-1,1503.33,Positive,Composite,,,,E2,16866.67,7333.33
Cherry oak,CHER,06/28/21,R,SARS CoV-2 N1,,50,3.96,5.72,2.64,13200,,16113,25,0628.CHER-1,1662.22,Positive,Composite,,,,E2,19066.67,8800
Cherry oak,CHER,06/28/21,R,SARS CoV-2 N2,,50,3.08,4.84,1.98,10266.67,,16423,20,0628.CHER-2,1503.33,Positive,Composite,,,,F2,16133.33,6600
