Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
1012/Blank,Blank,10/12/21,R,Influenza-B,,,0,0.46,0,,,16635,0,1012.Blank-1,,Negative,Composite,,,,C1,,
1012/Blank,Blank,10/12/21,R,Influenza-A,,,0,0.46,0,,,16635,0,1012.Blank-1,,Negative,Composite,,,,C1,,
1012/Blank,Blank,10/12/21,R,Influenza-B,,,0,0.48,0,,,16214,0,1012.Blank-2,,Negative,Composite,,,,D1,,
1012/Blank,Blank,10/12/21,R,Influenza-A,,,0,0.48,0,,,16214,0,1012.Blank-2,,Negative,Composite,,,,D1,,
1012/DI,DI,10/12/21,R,Influenza-B,,50,0,0.48,0,0,,16051,0,1012.DI-1,2333.33,Negative,Composite,,,,A1,1613.33,0
1012/DI,DI,10/12/21,R,Influenza-A,,50,0,0.48,0,0,,16051,0,1012.DI-1,2333.33,Negative,Composite,,,,A1,1613.33,0
1012/DI,DI,10/12/21,R,Influenza-B,,50,0,0.44,0,0,,17844,0,1012.DI-2,2333.33,Negative,Composite,,,,B1,1466.67,0
1012/DI,DI,10/12/21,R,Influenza-A,,50,0,0.44,0,0,,17844,0,1012.DI-2,2333.33,Negative,Composite,,,,B1,1466.67,0
1014/gstdFluAB,gstdFluAB,10/14/21,R,Influenza-B,,,3.3,5.06,1.98,,,14814,19,1014.gstdFluAB-1,,Positive,Composite,,,,G10,,
1014/gstdFluAB,gstdFluAB,10/14/21,R,Influenza-A,,,4.84,7.04,3.3,,,14814,28,1014.gstdFluAB-1,,Positive,Composite,,,,G10,,
1014/gstdFluAB,gstdFluAB,10/14/21,R,Influenza-B,,,2.64,4.18,1.54,,,14115,14,1014.gstdFluAB-2,,Positive,Composite,,,,H10,,
1014/gstdFluAB,gstdFluAB,10/14/21,R,Influenza-A,,,3.52,5.28,2.2,,,14115,19,1014.gstdFluAB-2,,Positive,Composite,,,,H10,,
1014/NTC,NTC,10/14/21,R,Influenza-B,,,0,0.53,0,,,14545,0,1014.NTC-1,,Negative,Composite,,,,A11,,
1014/NTC,NTC,10/14/21,R,Influenza-A,,,0,0.53,0,,,14545,0,1014.NTC-1,,Negative,Composite,,,,A11,,
1014/NTC,NTC,10/14/21,R,Influenza-B,,,0,0.51,0,,,15574,0,1014.NTC-2,,Negative,Composite,,,,B11,,
1014/NTC,NTC,10/14/21,R,Influenza-A,,,0,0.51,0,,,15574,0,1014.NTC-2,,Negative,Composite,,,,B11,,
1014/NTC,NTC,10/14/21,R,Influenza-B,,,0,0.48,0,,,16268,0,1014.NTC-3,,Negative,Composite,,,,C11,,
1014/NTC,NTC,10/14/21,R,Influenza-A,,,0,0.48,0,,,16268,0,1014.NTC-3,,Negative,Composite,,,,C11,,
1014/NTC,NTC,10/14/21,R,Influenza-B,,,0,0.57,0,,,13745,0,1014.NTC-4,,Negative,Composite,,,,D11,,
1014/NTC,NTC,10/14/21,R,Influenza-A,,,0,0.57,0,,,13745,0,1014.NTC-4,,Negative,Composite,,,,D11,,
1014/NTC,NTC,10/14/21,R,Influenza-B,,,0,0.55,0,,,14076,0,1014.NTC-5,,Negative,Composite,,,,E11,,
1014/NTC,NTC,10/14/21,R,Influenza-A,,,0,0.55,0,,,14076,0,1014.NTC-5,,Negative,Composite,,,,E11,,
1014/NTC,NTC,10/14/21,R,Influenza-B,,,0,0.53,0,,,14557,0,1014.NTC-6,,Negative,Composite,,,,F11,,
1014/NTC,NTC,10/14/21,R,Influenza-A,,,0,0.53,0,,,14557,0,1014.NTC-6,,Negative,Composite,,,,F11,,
1014/NTC,NTC,10/14/21,R,Influenza-B,,,0,0.53,0,,,14675,0,1014.NTC-7,,Negative,Composite,,,,G11,,
1014/NTC,NTC,10/14/21,R,Influenza-A,,,0,0.53,0,,,14675,0,1014.NTC-7,,Negative,Composite,,,,G11,,
1014/NTC,NTC,10/14/21,R,Influenza-B,,,0,0.53,0,,,14394,0,1014.NTC-8,,Negative,Composite,,,,H11,,
1014/NTC,NTC,10/14/21,R,Influenza-A,,,0,0.53,0,,,14394,0,1014.NTC-8,,Negative,Composite,,,,H11,,
Barrick El,BARE,10/12/21,R,Influenza-B,,50,0,0.53,0,0,,14971,0,1012.BARE-1,2333.33,Negative,Composite,,,,E1,1760,0
Barrick El,BARE,10/12/21,R,Influenza-A,,50,0,0.53,0,0,,14971,0,1012.BARE-1,2333.33,Negative,Composite,,,,E1,1760,0
Barrick El,BARE,10/12/21,R,Influenza-B,,50,0,0.57,0,0,,13665,0,1012.BARE-2,2333.33,Negative,Composite,,,,F1,1906.67,0
Barrick El,BARE,10/12/21,R,Influenza-A,,50,0,0.57,0,0,,13665,0,1012.BARE-2,2333.33,Negative,Composite,,,,F1,1906.67,0
Bonner El,BONE,10/12/21,R,Influenza-B,,50,0,0.48,0,0,,16390,0,1012.BONE-1,2333.33,Negative,Composite,,,,G1,1613.33,0
Bonner El,BONE,10/12/21,R,Influenza-A,,50,0,0.48,0,0,,16390,0,1012.BONE-1,2333.33,Negative,Composite,,,,G1,1613.33,0
Bonner El,BONE,10/12/21,R,Influenza-B,,50,0,0.44,0,0,,17282,0,1012.BONE-2,2333.33,Negative,Composite,,,,H1,1466.67,0
Bonner El,BONE,10/12/21,R,Influenza-A,,50,0,0.44,0,0,,17282,0,1012.BONE-2,2333.33,Negative,Composite,,,,H1,1466.67,0
Briscoe El,BRIE,10/12/21,R,Influenza-B,,50,0,0.51,0,0,,15450,0,1012.BRIE-1,2333.33,Negative,Composite,,,,A2,1686.67,0
Briscoe El,BRIE,10/12/21,R,Influenza-A,,50,0,0.51,0,0,,15450,0,1012.BRIE-1,2333.33,Negative,Composite,,,,A2,1686.67,0
Briscoe El,BRIE,10/12/21,R,Influenza-B,,50,0,0.53,0,0,,14829,0,1012.BRIE-2,2333.33,Negative,Composite,,,,B2,1760,0
Briscoe El,BRIE,10/12/21,R,Influenza-A,,50,0,0.53,0,0,,14829,0,1012.BRIE-2,2333.33,Negative,Composite,,,,B2,1760,0
Brookline El,BROE,10/12/21,R,Influenza-B,,50,0,0.53,0,0,,14839,0,1012.BROE-1,2333.33,Negative,Composite,,,,C2,1760,0
Brookline El,BROE,10/12/21,R,Influenza-A,,50,0,0.53,0,0,,14839,0,1012.BROE-1,2333.33,Negative,Composite,,,,C2,1760,0
Brookline El,BROE,10/12/21,R,Influenza-B,,50,0,0.55,0,0,,14342,0,1012.BROE-2,2333.33,Negative,Composite,,,,D2,1833.33,0
Brookline El,BROE,10/12/21,R,Influenza-A,,50,0,0.55,0,0,,14342,0,1012.BROE-2,2333.33,Negative,Composite,,,,D2,1833.33,0
Burnet El,BURE,10/12/21,R,Influenza-B,,50,0,0.53,0,0,,14658,0,1012.BURE-1,2333.33,Negative,Composite,,,,E2,1760,0
Burnet El,BURE,10/12/21,R,Influenza-A,,50,0,0.53,0,0,,14658,0,1012.BURE-1,2333.33,Negative,Composite,,,,E2,1760,0
Burnet El,BURE,10/12/21,R,Influenza-B,,50,0,0.55,0,0,,14083,0,1012.BURE-2,2333.33,Negative,Composite,,,,F2,1833.33,0
Burnet El,BURE,10/12/21,R,Influenza-A,,50,0,0.55,0,0,,14083,0,1012.BURE-2,2333.33,Negative,Composite,,,,F2,1833.33,0
