Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
0928/Blank,Blank,09/28/21,R,Influenza-B,,,0,0.51,0,,,15218,0,0928.Blank-1,,Negative,Composite,,,,C1,,
0928/Blank,Blank,09/28/21,R,Influenza-A,,,0,0.51,0,,,15218,0,0928.Blank-1,,Negative,Composite,,,,C1,,
0928/Blank,Blank,09/28/21,R,Influenza-B,,,0,0.42,0,,,18444,0,0928.Blank-2,,Negative,Composite,,,,D1,,
0928/Blank,Blank,09/28/21,R,Influenza-A,,,0,0.42,0,,,18444,0,0928.Blank-2,,Negative,Composite,,,,D1,,
0928/DI,DI,09/28/21,R,Influenza-B,,50,0,0.55,0,0,,13846,0,0928.DI-1,2333.33,Negative,Composite,,,,A1,1833.33,0
0928/DI,DI,09/28/21,R,Influenza-A,,50,0,0.55,0,0,,13846,0,0928.DI-1,2333.33,Negative,Composite,,,,A1,1833.33,0
0928/DI,DI,09/28/21,R,Influenza-B,,50,0,0.48,0,0,,15974,0,0928.DI-2,2333.33,Negative,Composite,,,,B1,1613.33,0
0928/DI,DI,09/28/21,R,Influenza-A,,50,0,0.48,0,0,,15974,0,0928.DI-2,2333.33,Negative,Composite,,,,B1,1613.33,0
0930/gstdFluAB,gstdFluAB,09/30/21,R,Influenza-B,,,10.12,13.2,8.8,,,13063,51,0930.gstdFluAB-1,,Positive,Composite,,,,E11,,
0930/gstdFluAB,gstdFluAB,09/30/21,R,Influenza-A,,,10.56,13.64,7.92,,,13063,53,0930.gstdFluAB-1,,Positive,Composite,,,,E11,,
0930/gstdFluAB,gstdFluAB,09/30/21,R,Influenza-B,,,13.2,16.72,11.66,,,13530,69,0930.gstdFluAB-2,,Positive,Composite,,,,F11,,
0930/gstdFluAB,gstdFluAB,09/30/21,R,Influenza-A,,,15.84,19.36,12.54,,,13530,82,0930.gstdFluAB-2,,Positive,Composite,,,,F11,,
0930/NTC,NTC,09/30/21,R,Influenza-B,,,0,0.48,0,,,15887,0,0930.NTC-1,,Negative,Composite,,,,G11,,
0930/NTC,NTC,09/30/21,R,Influenza-A,,,0,0.48,0,,,15887,0,0930.NTC-1,,Negative,Composite,,,,G11,,
0930/NTC,NTC,09/30/21,R,Influenza-B,,,0,0.53,0,,,14590,0,0930.NTC-2,,Negative,Composite,,,,H11,,
0930/NTC,NTC,09/30/21,R,Influenza-A,,,0,0.53,0,,,14590,0,0930.NTC-2,,Negative,Composite,,,,H11,,
Barrick El,BARE,09/28/21,R,Influenza-B,,50,0,0.44,0,0,,17529,0,0928.BARE-1,2333.33,Negative,Composite,,,,E1,1466.67,0
Barrick El,BARE,09/28/21,R,Influenza-A,,50,0,0.44,0,0,,17529,0,0928.BARE-1,2333.33,Negative,Composite,,,,E1,1466.67,0
Barrick El,BARE,09/28/21,R,Influenza-B,,50,0,0.46,0,0,,16491,0,0928.BARE-2,2333.33,Negative,Composite,,,,F1,1540,0
Barrick El,BARE,09/28/21,R,Influenza-A,,50,0,0.46,0,0,,16491,0,0928.BARE-2,2333.33,Negative,Composite,,,,F1,1540,0
Berry El,BERE,09/28/21,R,Influenza-B,,50,0,0.51,0,0,,15405,0,0928.BERE-1,2333.33,Negative,Composite,,,,G1,1686.67,0
Berry El,BERE,09/28/21,R,Influenza-A,,50,0,0.51,0,0,,15405,0,0928.BERE-1,2333.33,Negative,Composite,,,,G1,1686.67,0
Berry El,BERE,09/28/21,R,Influenza-B,,50,0,0.53,0,0,,14994,0,0928.BERE-2,2333.33,Negative,Composite,,,,H1,1760,0
Berry El,BERE,09/28/21,R,Influenza-A,,50,0,0.53,0,0,,14994,0,0928.BERE-2,2333.33,Negative,Composite,,,,H1,1760,0
Bonner El,BONE,09/28/21,R,Influenza-B,,50,0,0.48,0,0,,16389,0,0928.BONE-1,2333.33,Negative,Composite,,,,A2,1613.33,0
Bonner El,BONE,09/28/21,R,Influenza-A,,50,0,0.48,0,0,,16389,0,0928.BONE-1,2333.33,Negative,Composite,,,,A2,1613.33,0
Bonner El,BONE,09/28/21,R,Influenza-B,,50,0,0.55,0,0,,13914,0,0928.BONE-2,2333.33,Negative,Composite,,,,B2,1833.33,0
Bonner El,BONE,09/28/21,R,Influenza-A,,50,0,0.55,0,0,,13914,0,0928.BONE-2,2333.33,Negative,Composite,,,,B2,1833.33,0
Briscoe El,BRIE,09/28/21,R,Influenza-B,,50,0,0.46,0,0,,16636,0,0928.BRIE-1,2333.33,Negative,Composite,,,,C2,1540,0
Briscoe El,BRIE,09/28/21,R,Influenza-A,,50,0,0.46,0,0,,16636,0,0928.BRIE-1,2333.33,Negative,Composite,,,,C2,1540,0
Briscoe El,BRIE,09/28/21,R,Influenza-B,,50,0,0.44,0,0,,17344,0,0928.BRIE-2,2333.33,Negative,Composite,,,,D2,1466.67,0
Briscoe El,BRIE,09/28/21,R,Influenza-A,,50,0,0.44,0,0,,17344,0,0928.BRIE-2,2333.33,Negative,Composite,,,,D2,1466.67,0
Brookline El,BROE,09/28/21,R,Influenza-B,,50,0,0.46,0,0,,16874,0,0928.BROE-1,2333.33,Negative,Composite,,,,E2,1540,0
Brookline El,BROE,09/28/21,R,Influenza-A,,50,0,0.46,0,0,,16874,0,0928.BROE-1,2333.33,Negative,Composite,,,,E2,1540,0
