Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
0826/Blank,Blank,08/26/21,R,SARS CoV-2 N2,,,0,0.57,0,,,13388,0,0826.Blank-1,,Negative,Composite,,,,C1,,
0826/Blank,Blank,08/26/21,R,SARS CoV-2 N1,,,0,0.57,0,,,13388,0,0826.Blank-1,,Negative,Composite,,,,C1,,
0826/Blank,Blank,08/26/21,R,SARS CoV-2 N2,,,0,0.62,0,,,12679,0,0826.Blank-2,,Negative,Composite,,,,D1,,
0826/Blank,Blank,08/26/21,R,SARS CoV-2 N1,,,0.2,0.97,0,,,12679,1,0826.Blank-2,,Negative,Composite,,,,D1,,
0826/DI,DI,08/26/21,R,SARS CoV-2 N2,,50,0,0.55,0,0,,14101,0,0826.DI-1,2333.33,Negative,Composite,,,,A1,1833.33,0
0826/DI,DI,08/26/21,R,SARS CoV-2 N1,,50,0.18,0.88,0,586.67,,14101,1,0826.DI-1,3507.45,Negative,Composite,,,,A1,2933.33,0
0826/DI,DI,08/26/21,R,SARS CoV-2 N2,,50,0,0.59,0,0,,13222,0,0826.DI-2,2333.33,Negative,Composite,,,,B1,1980,0
0826/DI,DI,08/26/21,R,SARS CoV-2 N1,,50,0,0.59,0,0,,13222,0,0826.DI-2,3507.45,Negative,Composite,,,,B1,1980,0
0827/NTC,NTC,08/27/21,R,SARS CoV-2 N2,,,0,0.57,0,,,13745,0,0827.NTC-1,,Negative,Composite,,,,C9,,
0827/NTC,NTC,08/27/21,R,SARS CoV-2 N1,,,0.2,0.9,0,,,13745,1,0827.NTC-1,,Negative,Composite,,,,C9,,
0827/NTC,NTC,08/27/21,R,SARS CoV-2 N2,,,0,0.57,0,,,13536,0,0827.NTC-2,,Negative,Composite,,,,D9,,
0827/NTC,NTC,08/27/21,R,SARS CoV-2 N1,,,0.37,1.23,0.07,,,13536,2,0827.NTC-2,,Negative,Composite,,,,D9,,
0827/NTC,NTC,08/27/21,R,SARS CoV-2 N2,,,0,0.59,0,,,13224,0,0827.NTC-3,,Negative,Composite,,,,E9,,
0827/NTC,NTC,08/27/21,R,SARS CoV-2 N1,,,0.2,0.92,0,,,13224,1,0827.NTC-3,,Negative,Composite,,,,E9,,
0827/NTC,NTC,08/27/21,R,SARS CoV-2 N2,,,0,0.55,0,,,14095,0,0827.NTC-4,,Negative,Composite,,,,F9,,
0827/NTC,NTC,08/27/21,R,SARS CoV-2 N1,,,0.18,0.88,0,,,14095,1,0827.NTC-4,,Negative,Composite,,,,F9,,
0827/NTC,NTC,08/27/21,R,SARS CoV-2 N2,,,0,0.64,0,,,12025,0,0827.NTC-5,,Negative,Composite,,,,G9,,
0827/NTC,NTC,08/27/21,R,SARS CoV-2 N1,,,0,0.64,0,,,12025,0,0827.NTC-5,,Negative,Composite,,,,G9,,
0827/NTC,NTC,08/27/21,R,SARS CoV-2 N2,,,0,0.73,0,,,10692,0,0827.NTC-6,,Negative,Composite,,,,H9,,
0827/NTC,NTC,08/27/21,R,SARS CoV-2 N1,,,0,0.73,0,,,10692,0,0827.NTC-6,,Negative,Composite,,,,H9,,
69th Street,69,08/26/21,R,SARS CoV-2 N2,,50,13.42,16.94,10.34,44733.33,,12589,65,0826.69-1,2333.33,Positive,Composite,,,,E1,56466.67,34466.67
69th Street,69,08/26/21,R,SARS CoV-2 N1,,50,12.54,16.06,9.68,41800,,12589,61,0826.69-1,3507.45,Positive,Composite,,,,E1,53533.33,32266.67
69th Street,69,08/26/21,R,SARS CoV-2 N2,,50,22.88,26.84,18.92,76266.67,,14104,124,0826.69-2,2333.33,Positive,Composite,,,,F1,89466.67,63066.67
69th Street,69,08/26/21,R,SARS CoV-2 N1,,50,25.3,29.48,21.12,84333.33,,14104,137,0826.69-2,3507.45,Positive,Composite,,,,F1,98266.67,70400
Aldine Bender LS FN300,ALDB,08/26/21,R,SARS CoV-2 N2,,50,50.38,56.32,44.44,167933.33,,14521,280,0826.ALDB-1,2333.33,Positive,Composite,,,,G1,187733.33,148133.33
Aldine Bender LS FN300,ALDB,08/26/21,R,SARS CoV-2 N1,,50,66.88,73.92,60.28,222933.33,,14521,371,0826.ALDB-1,3507.45,Positive,Composite,,,,G1,246400,200933.33
Aldine Bender LS FN300,ALDB,08/26/21,R,SARS CoV-2 N2,,50,65.78,73.04,58.74,219266.67,,13090,329,0826.ALDB-2,2333.33,Positive,Composite,,,,H1,243466.67,195800
Aldine Bender LS FN300,ALDB,08/26/21,R,SARS CoV-2 N1,,50,92.18,100.54,83.82,307266.67,,13090,458,0826.ALDB-2,3507.45,Positive,Composite,,,,H1,335133.33,279400
BALLANTINE (CFS),BALL,08/26/21,R,SARS CoV-2 N2,,50,12.76,15.84,9.9,42533.33,,15158,74,0826.BALL-1,2333.33,Positive,Composite,,,,A2,52800,33000
BALLANTINE (CFS),BALL,08/26/21,R,SARS CoV-2 N1,,50,14.96,18.26,11.88,49866.67,,15158,87,0826.BALL-1,3507.45,Positive,Composite,,,,A2,60866.67,39600
BALLANTINE (CFS),BALL,08/26/21,R,SARS CoV-2 N2,,50,9.68,12.54,7.26,32266.67,,13740,51,0826.BALL-2,2333.33,Positive,Composite,,,,B2,41800,24200
BALLANTINE (CFS),BALL,08/26/21,R,SARS CoV-2 N1,,50,15.18,18.7,12.1,50600,,13740,80,0826.BALL-2,3507.45,Positive,Composite,,,,B2,62333.33,40333.33
Banner LS FN 221,BANN,08/26/21,R,SARS CoV-2 N2,,50,31.46,36.3,26.84,104866.67,,13956,169,0826.BANN-1,2333.33,Positive,Composite,,,,C2,121000,89466.67
Banner LS FN 221,BANN,08/26/21,R,SARS CoV-2 N1,,50,33,37.84,28.16,110000,,13956,177,0826.BANN-1,3507.45,Positive,Composite,,,,C2,126133.33,93866.67
Banner LS FN 221,BANN,08/26/21,R,SARS CoV-2 N2,,50,15.62,19.36,12.54,52066.67,,13559,82,0826.BANN-2,2333.33,Positive,Composite,,,,D2,64533.33,41800
Banner LS FN 221,BANN,08/26/21,R,SARS CoV-2 N1,,50,19.36,23.1,15.62,64533.33,,13559,101,0826.BANN-2,3507.45,Positive,Composite,,,,D2,77000,52066.67
Belmont LS,BELM,08/26/21,R,SARS CoV-2 N2,,50,26.84,31.46,22.44,89466.67,,13053,135,0826.BELM-1,2333.33,Positive,Composite,,,,E2,104866.67,74800
Belmont LS,BELM,08/26/21,R,SARS CoV-2 N1,,50,26.4,31.02,22,88000,,13053,133,0826.BELM-1,3507.45,Positive,Composite,,,,E2,103400,73333.33
Belmont LS,BELM,08/26/21,R,SARS CoV-2 N2,,50,30.36,35.2,25.52,101200,,13017,152,0826.BELM-2,2333.33,Positive,Composite,,,,F2,117333.33,85066.67
Belmont LS,BELM,08/26/21,R,SARS CoV-2 N1,,50,33.22,38.28,28.16,110733.33,,13017,166,0826.BELM-2,3507.45,Positive,Composite,,,,F2,127600,93866.67
Berkley,BERK,08/26/21,R,SARS CoV-2 N2,,50,22.66,26.84,18.48,75533.33,,12500,109,0826.BERK-1,2333.33,Positive,Composite,,,,G2,89466.67,61600
Berkley,BERK,08/26/21,R,SARS CoV-2 N1,,50,28.6,33.22,23.76,95333.33,,12500,137,0826.BERK-1,3507.45,Positive,Composite,,,,G2,110733.33,79200
Berkley,BERK,08/26/21,R,SARS CoV-2 N2,,50,66.88,74.58,59.4,222933.33,,11634,297,0826.BERK-2,2333.33,Positive,Composite,,,,H2,248600,198000
Berkley,BERK,08/26/21,R,SARS CoV-2 N1,,50,71.5,79.42,63.58,238333.33,,11634,317,0826.BERK-2,3507.45,Positive,Composite,,,,H2,264733.33,211933.33
Blue Bell,BLUE,08/26/21,R,SARS CoV-2 N2,,50,7.7,10.34,5.5,25666.67,,14174,42,0826.BLUE-1,2333.33,Positive,Composite,,,,A3,34466.67,18333.33
