Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
0923/Blank,Blank,09/23/21,R,SARS CoV-2 N2,,,0,0.48,0,,,16089,0,0923.Blank-1,,Negative,Composite,,,,C1,,
0923/Blank,Blank,09/23/21,R,SARS CoV-2 N1,,,0.15,0.77,0,,,16089,1,0923.Blank-1,,Negative,Composite,,,,C1,,
0923/Blank,Blank,09/23/21,R,SARS CoV-2 N2,,,0,0.48,0,,,15808,0,0923.Blank-2,,Negative,Composite,,,,D1,,
0923/Blank,Blank,09/23/21,R,SARS CoV-2 N1,,,0,0.48,0,,,15808,0,0923.Blank-2,,Negative,Composite,,,,D1,,
0923/DI,DI,09/23/21,R,SARS CoV-2 N2,,50,0,0.53,0,0,,14885,0,0923.DI-1,2333.33,Negative,Composite,,,,A1,1760,0
0923/DI,DI,09/23/21,R,SARS CoV-2 N1,,50,0.18,0.84,0,586.67,,14885,1,0923.DI-1,3603.13,Negative,Composite,,,,A1,2786.67,0
0923/DI,DI,09/23/21,R,SARS CoV-2 N2,,50,0,0.48,0,0,,15767,0,0923.DI-2,2333.33,Negative,Composite,,,,B1,1613.33,0
0923/DI,DI,09/23/21,R,SARS CoV-2 N1,,50,0.33,1.06,0.04,1100,,15767,2,0923.DI-2,3603.13,Negative,Composite,,,,B1,3520,146.67
0924/NTC,NTC,09/24/21,R,SARS CoV-2 N2,,,0,0.48,0,,,15849,0,0924.NTC-1,,Negative,Composite,,,,G9,,
0924/NTC,NTC,09/24/21,R,SARS CoV-2 N1,,,0,0.48,0,,,15849,0,0924.NTC-1,,Negative,Composite,,,,G9,,
0924/NTC,NTC,09/24/21,R,SARS CoV-2 N2,,,0,0.53,0,,,14726,0,0924.NTC-2,,Negative,Composite,,,,H9,,
0924/NTC,NTC,09/24/21,R,SARS CoV-2 N1,,,0,0.53,0,,,14726,0,0924.NTC-2,,Negative,Composite,,,,H9,,
69th Street,69,09/23/21,R,SARS CoV-2 N2,,50,1.45,2.73,0.66,4840,,14204,8,0923.69-1,2333.33,Positive,Composite,,,,E1,9093.33,2200
69th Street,69,09/23/21,R,SARS CoV-2 N1,,50,1.65,2.97,0.79,5500,,14204,9,0923.69-1,3603.13,Positive,Composite,,,,E1,9900,2640
69th Street,69,09/23/21,R,SARS CoV-2 N2,,50,4.18,6.16,2.64,13933.33,,13792,22,0923.69-2,2333.33,Positive,Composite,,,,F1,20533.33,8800
69th Street,69,09/23/21,R,SARS CoV-2 N1,,50,3.08,4.84,1.76,10266.67,,13792,16,0923.69-2,3603.13,Positive,Composite,,,,F1,16133.33,5866.67
Aldine Bender LS FN300,ALDB,09/23/21,R,SARS CoV-2 N2,,50,30.58,35.42,25.96,101933.33,,13597,160,0923.ALDB-1,2333.33,Positive,Composite,,,,G1,118066.67,86533.33
Aldine Bender LS FN300,ALDB,09/23/21,R,SARS CoV-2 N1,,50,34.98,40.04,29.92,116600,,13597,182,0923.ALDB-1,3603.13,Positive,Composite,,,,G1,133466.67,99733.33
Aldine Bender LS FN300,ALDB,09/23/21,R,SARS CoV-2 N2,,50,30.14,35.2,25.3,100466.67,,12307,143,0923.ALDB-2,2333.33,Positive,Composite,,,,H1,117333.33,84333.33
Aldine Bender LS FN300,ALDB,09/23/21,R,SARS CoV-2 N1,,50,32.56,37.84,27.5,108533.33,,12307,154,0923.ALDB-2,3603.13,Positive,Composite,,,,H1,126133.33,91666.67
BALLANTINE (CFS),BALL,09/23/21,R,SARS CoV-2 N2,,50,7.7,10.56,5.28,25666.67,,10238,30,0923.BALL-1,2333.33,Positive,Composite,,,,A2,35200,17600
BALLANTINE (CFS),BALL,09/23/21,R,SARS CoV-2 N1,,50,6.82,9.68,4.62,22733.33,,10238,27,0923.BALL-1,3603.13,Positive,Composite,,,,A2,32266.67,15400
BALLANTINE (CFS),BALL,09/23/21,R,SARS CoV-2 N2,,50,5.06,7.26,3.3,16866.67,,12313,24,0923.BALL-2,2333.33,Positive,Composite,,,,B2,24200,11000
BALLANTINE (CFS),BALL,09/23/21,R,SARS CoV-2 N1,,50,7.26,10.12,5.28,24200,,12313,35,0923.BALL-2,3603.13,Positive,Composite,,,,B2,33733.33,17600
Banner LS FN 221,BANN,09/23/21,R,SARS CoV-2 N2,,50,2.42,3.96,1.32,8066.67,,16061,15,0923.BANN-1,2333.33,Positive,Composite,,,,C2,13200,4400
Banner LS FN 221,BANN,09/23/21,R,SARS CoV-2 N1,,50,2.64,3.96,1.54,8800,,16061,16,0923.BANN-1,3603.13,Positive,Composite,,,,C2,13200,5133.33
Banner LS FN 221,BANN,09/23/21,R,SARS CoV-2 N2,,50,0.33,1.08,0.04,1100,,15328,2,0923.BANN-2,2333.33,Negative,Composite,,,,D2,3593.33,146.67
Banner LS FN 221,BANN,09/23/21,R,SARS CoV-2 N1,,50,1.01,2.07,0.4,3373.33,,15328,6,0923.BANN-2,3603.13,Negative,Composite,,,,D2,6893.33,1320
Belmont LS,BELM,09/23/21,R,SARS CoV-2 N2,,50,4.4,6.6,2.86,14666.67,,12406,21,0923.BELM-1,2333.33,Positive,Composite,,,,E2,22000,9533.33
Belmont LS,BELM,09/23/21,R,SARS CoV-2 N1,,50,6.16,8.8,4.18,20533.33,,12406,30,0923.BELM-1,3603.13,Positive,Composite,,,,E2,29333.33,13933.33
Belmont LS,BELM,09/23/21,R,SARS CoV-2 N2,,50,10.34,13.42,7.7,34466.67,,12158,48,0923.BELM-2,2333.33,Positive,Composite,,,,F2,44733.33,25666.67
Belmont LS,BELM,09/23/21,R,SARS CoV-2 N1,,50,18.48,22.88,14.96,61600,,12158,87,0923.BELM-2,3603.13,Positive,Composite,,,,F2,76266.67,49866.67
Berkley,BERK,09/23/21,R,SARS CoV-2 N2,,50,34.76,39.6,29.92,115866.67,,15379,205,0923.BERK-1,2333.33,Positive,Composite,,,,G2,132000,99733.33
Berkley,BERK,09/23/21,R,SARS CoV-2 N1,,50,41.8,47.08,36.74,139333.33,,15379,247,0923.BERK-1,3603.13,Positive,Composite,,,,G2,156933.33,122466.67
Berkley,BERK,09/23/21,R,SARS CoV-2 N2,,50,34.32,39.6,29.26,114400,,13248,175,0923.BERK-2,2333.33,Positive,Composite,,,,H2,132000,97533.33
