Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
1006/Blank,Blank,10/06/21,R,SARS CoV-2 N2,,,0,0.48,0,,,16337,0,1006.Blank-1,,Negative,Composite,,,,C1,,
1006/Blank,Blank,10/06/21,R,SARS CoV-2 N1,,,0.15,0.75,0,,,16337,1,1006.Blank-1,,Negative,Composite,,,,C1,,
1006/Blank,Blank,10/06/21,R,SARS CoV-2 N2,,,0,0.51,0,,,15110,0,1006.Blank-2,,Negative,Composite,,,,D1,,
1006/Blank,Blank,10/06/21,R,SARS CoV-2 N1,,,0,0.51,0,,,15110,0,1006.Blank-2,,Negative,Composite,,,,D1,,
1006/DI,DI,10/06/21,R,SARS CoV-2 N2,,50,0,0.48,0,0,,16201,0,1006.DI-1,2493.33,Negative,Composite,,,,A1,1613.33,0
1006/DI,DI,10/06/21,R,SARS CoV-2 N1,,50,0,0.48,0,0,,16201,0,1006.DI-1,2115.67,Negative,Composite,,,,A1,1613.33,0
1006/DI,DI,10/06/21,R,SARS CoV-2 N2,,50,0,0.44,0,0,,17245,0,1006.DI-2,2493.33,Negative,Composite,,,,B1,1466.67,0
1006/DI,DI,10/06/21,R,SARS CoV-2 N1,,50,0.15,0.73,0,513.33,,17245,1,1006.DI-2,2115.67,Negative,Composite,,,,B1,2420,0
1007/gstdFluAB,gstdFluAB,10/07/21,R,Influenza-B,,,9.46,12.1,7.26,,,15377,56,1007.gstdFluAB-1,,Positive,Composite,,,,G9,,
1007/gstdFluAB,gstdFluAB,10/07/21,R,Influenza-A,,,10.34,13.2,7.92,,,15377,61,1007.gstdFluAB-1,,Positive,Composite,,,,G9,,
1007/gstdFluAB,gstdFluAB,10/07/21,R,Influenza-B,,,10.56,13.2,8.14,,,16292,66,1007.gstdFluAB-2,,Positive,Composite,,,,H9,,
1007/gstdFluAB,gstdFluAB,10/07/21,R,Influenza-A,,,9.46,12.1,7.26,,,16292,59,1007.gstdFluAB-2,,Positive,Composite,,,,H9,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N2,,,0,0.64,0,,,12264,0,1007.NTC-1,,Negative,Composite,,,,G6,,
1007/NTC,NTC,10/07/21,R,Influenza-B,,,0,0.64,0,,,12082,0,1007.NTC-1,,Negative,Composite,,,,A10,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N1,,,0,0.64,0,,,12264,0,1007.NTC-1,,Negative,Composite,,,,G6,,
1007/NTC,NTC,10/07/21,R,Influenza-A,,,0,0.64,0,,,12082,0,1007.NTC-1,,Negative,Composite,,,,A10,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N2,,,0,0.64,0,,,11991,0,1007.NTC-2,,Negative,Composite,,,,H6,,
1007/NTC,NTC,10/07/21,R,Influenza-B,,,0,0.59,0,,,13301,0,1007.NTC-2,,Negative,Composite,,,,B10,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N1,,,0,0.64,0,,,11991,0,1007.NTC-2,,Negative,Composite,,,,H6,,
1007/NTC,NTC,10/07/21,R,Influenza-A,,,0,0.59,0,,,13301,0,1007.NTC-2,,Negative,Composite,,,,B10,,
1007/NTC,NTC,10/07/21,R,Influenza-B,,,0,0.62,0,,,12486,0,1007.NTC-3,,Negative,Composite,,,,C10,,
1007/NTC,NTC,10/07/21,R,Influenza-A,,,0,0.62,0,,,12486,0,1007.NTC-3,,Negative,Composite,,,,C10,,
1007/NTC,NTC,10/07/21,R,Influenza-B,,,0,0.7,0,,,10887,0,1007.NTC-4,,Negative,Composite,,,,D10,,
1007/NTC,NTC,10/07/21,R,Influenza-A,,,0,0.7,0,,,10887,0,1007.NTC-4,,Negative,Composite,,,,D10,,
1007/NTC,NTC,10/07/21,R,Influenza-B,,,0,0.59,0,,,12920,0,1007.NTC-5,,Negative,Composite,,,,E10,,
1007/NTC,NTC,10/07/21,R,Influenza-A,,,0,0.59,0,,,12920,0,1007.NTC-5,,Negative,Composite,,,,E10,,
1007/NTC,NTC,10/07/21,R,Influenza-B,,,0,0.59,0,,,13136,0,1007.NTC-6,,Negative,Composite,,,,F10,,
1007/NTC,NTC,10/07/21,R,Influenza-A,,,0,0.59,0,,,13136,0,1007.NTC-6,,Negative,Composite,,,,F10,,
1007/NTC,NTC,10/07/21,R,Influenza-B,,,0,0.64,0,,,12178,0,1007.NTC-7,,Negative,Composite,,,,G10,,
