Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
1012/Blank,Blank,10/12/21,R,SARS CoV-2 N2,,,0,0.48,0,,,15980,0,1012.Blank-1,,Negative,Composite,,,,C1,,
1012/Blank,Blank,10/12/21,R,SARS CoV-2 N1,,,0,0.48,0,,,15980,0,1012.Blank-1,,Negative,Composite,,,,C1,,
1012/Blank,Blank,10/12/21,R,SARS CoV-2 N2,,,0,0.53,0,,,14765,0,1012.Blank-2,,Negative,Composite,,,,D1,,
1012/Blank,Blank,10/12/21,R,SARS CoV-2 N1,,,0.18,0.84,0,,,14765,1,1012.Blank-2,,Negative,Composite,,,,D1,,
1012/DI,DI,10/12/21,R,SARS CoV-2 N2,,50,0,0.48,0,0,,16262,0,1012.DI-1,2816,Negative,Composite,,,,A1,1613.33,0
1012/DI,DI,10/12/21,R,SARS CoV-2 N1,,50,0.15,0.77,0,513.33,,16262,1,1012.DI-1,4311.46,Negative,Composite,,,,A1,2566.67,0
1012/DI,DI,10/12/21,R,SARS CoV-2 N2,,50,0,0.57,0,0,,13815,0,1012.DI-2,2816,Negative,Composite,,,,B1,1906.67,0
1012/DI,DI,10/12/21,R,SARS CoV-2 N1,,50,0.2,0.9,0,660,,13815,1,1012.DI-2,4311.46,Negative,Composite,,,,B1,3006.67,0
1014/NTC,NTC,10/14/21,R,SARS CoV-2 N2,,,0.18,0.88,0,,,14050,1,1014.NTC-1,,Negative,Composite,,,,G10,,
1014/NTC,NTC,10/14/21,R,SARS CoV-2 N1,,,0.73,1.74,0.22,,,14050,4,1014.NTC-1,,Negative,Composite,,,,G10,,
1014/NTC,NTC,10/14/21,R,SARS CoV-2 N2,,,0,0.53,0,,,14786,0,1014.NTC-2,,Negative,Composite,,,,H10,,
1014/NTC,NTC,10/14/21,R,SARS CoV-2 N1,,,0.18,0.84,0,,,14786,1,1014.NTC-2,,Negative,Composite,,,,H10,,
Barrick El,BARE,10/12/21,R,SARS CoV-2 N2,,50,11,13.86,8.58,36666.67,,16065,68,1012.BARE-1,2816,Positive,Composite,,,,E1,46200,28600
Barrick El,BARE,10/12/21,R,SARS CoV-2 N1,,50,11.22,14.08,8.8,37400,,16065,70,1012.BARE-1,4311.46,Positive,Composite,,,,E1,46933.33,29333.33
Barrick El,BARE,10/12/21,R,SARS CoV-2 N2,,50,12.1,15.18,9.46,40333.33,,14369,67,1012.BARE-2,2816,Positive,Composite,,,,F1,50600,31533.33
Barrick El,BARE,10/12/21,R,SARS CoV-2 N1,,50,17.38,21.12,14.08,57933.33,,14369,96,1012.BARE-2,4311.46,Positive,Composite,,,,F1,70400,46933.33
Bonner El,BONE,10/12/21,R,SARS CoV-2 N2,,50,17.38,20.9,14.08,57933.33,,15191,102,1012.BONE-1,2816,Positive,Composite,,,,G1,69666.67,46933.33
Bonner El,BONE,10/12/21,R,SARS CoV-2 N1,,50,18.7,22.22,15.4,62333.33,,15191,110,1012.BONE-1,4311.46,Positive,Composite,,,,G1,74066.67,51333.33
