Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
1005/Blank,Blank,10/05/21,R,SARS CoV-2 N2,,,0,0.44,0,,,17543,0,1005.Blank-1,,Negative,Composite,,,,C1,,
1005/Blank,Blank,10/05/21,R,SARS CoV-2 N1,,,0.29,0.95,0.04,,,17543,2,1005.Blank-1,,Negative,Composite,,,,C1,,
1005/Blank,Blank,10/05/21,R,SARS CoV-2 N2,,,0,0.42,0,,,18808,0,1005.Blank-2,,Negative,Composite,,,,D1,,
1005/Blank,Blank,10/05/21,R,SARS CoV-2 N1,,,0.13,0.66,0,,,18808,1,1005.Blank-2,,Negative,Composite,,,,D1,,
1005/DI,DI,10/05/21,R,SARS CoV-2 N2,,50,0,0.44,0,0,,17894,0,1005.DI-1,1564.44,Negative,Composite,,,,A1,1466.67,0
1005/DI,DI,10/05/21,R,SARS CoV-2 N1,,50,0,0.44,0,0,,17894,0,1005.DI-1,3586.18,Negative,Composite,,,,A1,1466.67,0
1005/DI,DI,10/05/21,R,SARS CoV-2 N2,,50,0,0.42,0,0,,18081,0,1005.DI-2,1564.44,Negative,Composite,,,,B1,1393.33,0
1005/DI,DI,10/05/21,R,SARS CoV-2 N1,,50,0,0.42,0,0,,18081,0,1005.DI-2,3586.18,Negative,Composite,,,,B1,1393.33,0
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N2,,,0,0.46,0,,,16626,0,1007.NTC-1,,Negative,Composite,,,,C11,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N1,,,0,0.46,0,,,16626,0,1007.NTC-1,,Negative,Composite,,,,C11,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N2,,,0,0.44,0,,,17704,0,1007.NTC-2,,Negative,Composite,,,,D11,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N1,,,0,0.44,0,,,17704,0,1007.NTC-2,,Negative,Composite,,,,D11,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N2,,,0,0.48,0,,,15959,0,1007.NTC-3,,Negative,Composite,,,,E11,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N1,,,0.15,0.77,0,,,15959,1,1007.NTC-3,,Negative,Composite,,,,E11,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N2,,,0,0.44,0,,,17550,0,1007.NTC-4,,Negative,Composite,,,,F11,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N1,,,0.44,1.17,0.11,,,17550,3,1007.NTC-4,,Negative,Composite,,,,F11,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N2,,,0,0.51,0,,,15528,0,1007.NTC-5,,Negative,Composite,,,,G11,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N1,,,0.66,1.56,0.2,,,15528,4,1007.NTC-5,,Negative,Composite,,,,G11,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N2,,,0,0.51,0,,,15358,0,1007.NTC-6,,Negative,Composite,,,,H11,,
1007/NTC,NTC,10/07/21,R,SARS CoV-2 N1,,,0.33,1.08,0.04,,,15358,2,1007.NTC-6,,Negative,Composite,,,,H11,,
Barrick El,BARE,10/05/21,R,SARS CoV-2 N2,,50,0.15,0.7,0,513.33,,17391,1,1005.BARE-1,1564.44,Negative,Composite,,,,E1,2346.67,0
Barrick El,BARE,10/05/21,R,SARS CoV-2 N1,,50,0.15,0.7,0,513.33,,17391,1,1005.BARE-1,3586.18,Negative,Composite,,,,E1,2346.67,0
Barrick El,BARE,10/05/21,R,SARS CoV-2 N2,,50,0,0.44,0,0,,17520,0,1005.BARE-2,1564.44,Negative,Composite,,,,F1,1466.67,0
Barrick El,BARE,10/05/21,R,SARS CoV-2 N1,,50,0.29,0.95,0.04,953.33,,17520,2,1005.BARE-2,3586.18,Negative,Composite,,,,F1,3153.33,146.67
Berry El,BERE,10/05/21,R,SARS CoV-2 N2,,50,11.22,14.08,8.8,37400,,16914,73,1005.BERE-1,1564.44,Positive,Composite,,,,G1,46933.33,29333.33
Berry El,BERE,10/05/21,R,SARS CoV-2 N1,,50,11.88,14.74,9.46,39600,,16914,77,1005.BERE-1,3586.18,Positive,Composite,,,,G1,49133.33,31533.33
Berry El,BERE,10/05/21,R,SARS CoV-2 N2,,50,7.92,10.12,5.94,26400,,17970,55,1005.BERE-2,1564.44,Positive,Composite,,,,H1,33733.33,19800
Berry El,BERE,10/05/21,R,SARS CoV-2 N1,,50,11.22,13.86,8.8,37400,,17970,77,1005.BERE-2,3586.18,Positive,Composite,,,,H1,46200,29333.33
Bonner El,BONE,10/05/21,R,SARS CoV-2 N2,,50,32.78,37.18,28.6,109266.67,,17197,217,1005.BONE-1,1564.44,Positive,Composite,,,,A2,123933.33,95333.33
